word_ru,definition_ru,word_uz,definition_uz
СЕВЕРОАМЕРИКАНКА,"",SHIMOLIY,""
ДИКИЙ БАРАН,"",WILD,""
МУФЛОН,"",MUFLON,""
БУРГОМИСТР,"",BURGOMISTER,""
ГЛАВА ГОРОДСКОГО САМОУПРАВЛЕНИЯ,"",SHAHAR,""
ГОРОДСКОЙ ГЛАВА,"",SHAHAR,""
ГЛАВА ГОРОДСКОЙ АДМИНИСТРАЦИИ,"",SHAHAR,""
ГЛАВА ГОРОДСКОЙ ВЛАСТИ,"",SHAHAR,""
ИНДЕКС ВОЛАТИЛЬНОСТИ,"",O'zgaruvchanlik,""
ГЛАВА МУНИЦИПАЛИТЕТА,"",BUNITIPALITA,""
ЖЕЛОБ ДЛЯ СТОКА,"",DRAIN,""
ГЛАВА МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ,"",BUNITIPALITA,""
ГЛАВА САМОУПРАВЛЕНИЯ,"",O'ZINI,""
РУКОВОДИТЕЛЬ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ,"",BUNITIPALITA,""
ВОЛАТИЛЬНОСТЬ ЦЕН,"",NARXLARNING,""
МЭР,"",MED,""
СТРОИТЕЛЬСТВО РАКЕТ,"",RAKETALAR,""
ГРАДОПРАВИТЕЛЬ,"",SHAHAR,""
ГРАДОНАЧАЛЬНИЦА,"",SHAHAR,""
РУКОВОДИТЕЛЬ ГОРОДА,"",SHAHAR,""
ГРАДОНАЧАЛЬНИК,"",SHAHAR,""
ТРАНСПАРЕНТНОСТЬ,"",Shaffoflik,""
ГОРОДСКОЙ ГОЛОВА,"",SHAHAR,""
ГОРОДСКОЙ РУКОВОДИТЕЛЬ,"",SHAHAR,""
ВОРКСЛА,"",ISHLAB,""
РЕКА ВОРКСЛА,"",WORKSLA,""
ПОЛИТЭЛИТА,"",SIYOSAT,""
ПОЛИТДЕЯТЕЛЬ,"",Siyosiy,""
ПОЛИТИЧЕСКИЙ ДЕЯТЕЛЬ,"",Siyosatchi,""
МЕТЕОРОЛОГИЯ,"",METEOROLOGIYA,""
КИСЛОМОЛОЧНЫЙ НАПИТОК,"",Fermentlangan,""
МОЛОЧНОКИСЛЫЙ НАПИТОК,"",LAKTIK,""
ПОЛИТИЧЕСКАЯ ЛИЧНОСТЬ,"",SIYOSIY,""
МАКРОМЕТЕОРОЛОГИЯ,"",MAKROMETEOROLOGIYA,""
МЕЗОМЕТЕОРОЛОГИЯ,"",MEZOMETEOROLOGIYA,""
НАГРЕВ ВОДЫ,"",ISITISH,""
РУКОВОДИТЕЛЬ ГОРОДСКОЙ АДМИНИСТРАЦИИ,"",SHAHAR,""
МЕТЕОНАБЛЮДЕНИЕ,"",OB-HAVONI,""
СКИТ,"",SKIT,""
НОВОМИЧУРИНСК,"",NOVOMICURINSK,""
КОМИ-ПЕРМЯЧКА,"",KOMI-PERMYACHKA,""
ПОЛИТИЧЕСКАЯ ФИГУРА,"",Siyosiy,""
КОМИ-ПЕРМЯК,"",KOMI-PERMYAK,""
ТЕРРАСА,"",TERRASA,""
МЭР ГОРОДА,"",SHAHAR,""
ПРАВИТЕЛЬСТВО РФ,"",RF,""
ТЕРРАСА НА СКЛОНЕ,"",Nishabdagi,""
НАГРЕВАНИЕ ВОДЫ,"",ISITISH,""
ГОРНАЯ ТЕРРАСА,"",TOG'LI,""
ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ,"",ROSSIYA,""
ФЕДЕРАЛЬНЫЙ ЦЕНТР,"",FEDERAL,""
ПОСТЕЛЬНЫЙ РЕЖИМ,"",KROVATLI,""
ГАЗИРОВКА,"",SODA,""
РЕКА ТЕЧА,"",TECHA,""
СКАЛЬНАЯ ТЕРРАСА,"",ROK,""
РОССИЙСКОЕ ПРАВИТЕЛЬСТВО,"",ROSSIYA,""
ПРАВИТЕЛЬСТВО РОССИИ,"",ROSSIYA,""
СИСТЕМА ИЗБИРАТЕЛЬНЫХ КОМИССИЙ,"",SAYLOV,""
ОФИЦИАЛЬНАЯ МОСКВА,"",RASMIY,""
ЖЕЛЕЗНОГОРСК КУРСКОЙ ОБЛАСТИ,"",ZHELEZNOGORSK,""
ГАЗИРОВАННАЯ ВОДА,"",GAZALANGAN,""
ВЗРЫВПАКЕТ,"",PORTLASH,""
ХОХЛОМА,"",XOXLOMA,""
АЛТАЕЦ,"",ALTAETS,""
АЛТАЙКА,"",OLTOIKA,""
ГЛАВА АДМИНИСТРАЦИИ ГОРОДА,"",SHAHAR,""
ГОСГРАНИЦА,"",DAVLAT,""
ХОХЛОМСКАЯ РОСПИСЬ,"",XOXLOMA,""
ГРАНИЦА ГОСУДАРСТВА,"",DAVLAT,""
ГОСУДАРСТВЕННАЯ ГРАНИЦА,"",DAVLAT,""
ВНЕШНЯЯ ГРАНИЦА,"",tashqi,""
КАРАБИН,"",KARBIN,""
ТЕРРАСА СКЛОНА,"",Nishabli,""
СВЕТСКАЯ ХРОНИКА,"",JAMIYAT,""
ГЛАВА ГОРОДА,"",SHAHAR,""
ПОЛИТИЧЕСКАЯ ДЕЯТЕЛЬНИЦА,"",SIYOSIY,""
ГАМИЛЬТОН (КАНАДА),"",HAMILTON,""
НАЦИОНАЛЬНАЯ ГРАНИЦА,"",MILLIY,""
МЕЖДУНАРОДНАЯ ГРАНИЦА,"",XALQARO,""
СЕТЕВОЕ ВЕЩАНИЕ,"",TARMOQDA,""
ОНЛАЙНОВОЕ ВЕЩАНИЕ,"",ONLAYN,""
WEB-ТРАНСЛЯЦИЯ,"",WEB,""
НИТОЧКА,"",Ip,""
ТРАНСЛЯЦИЯ ЧЕРЕЗ ИНТЕРНЕТ,"",INTERNET,""
КЛАВИШНЫЙ МУЗЫКАЛЬНЫЙ ИНСТРУМЕНТ,"",KLAVVUTA,""
ОНЛАЙНОВАЯ ТРАНСЛЯЦИЯ,"",ONLAYN,""
WEB-ВЕЩАНИЕ,"",WEB,""
КЛАВИШНЫЙ ИНСТРУМЕНТ,"",KLAVVITA,""
ПРИЧЕСЫВАНИЕ,"",KESHISH,""
НИТЬ ТЕКСТИЛЬНАЯ,"",TO'KMASIL,""
ТЕКСТИЛЬНАЯ НИТЬ,"",TO'KMASIL,""
ИРАКСКИЙ ГОРОД,"",IROQ,""
ВЗАИМОЗАЧЕТ,"",O'CHIRISH,""
ДЕНЕЖНЫЙ ЗАЧЕТ,"",NAQD,""
ОПЕРАЦИЯ ЗАЧЕТА,"",Hisob-kitob,""
ВЗАИМНЫЙ ЗАЧЕТ,"",O'ZA,""
ИЗГОТОВЛЕНИЕ ПРИЧЕСКИ,"",SOCH,""
ЖЕЛЕЗНОГОРСК В КУРСКОЙ ОБЛАСТИ,"",KURSK,""
ГОРОД В ИРАКЕ,"",Iroqdagi,""
ПОЛОЖИТЕЛЬНОСТЬ,"",Ijobiylik,""
ПОГАШЕНИЕ ВЗАИМНОЙ ЗАДОЛЖЕННОСТИ,"",O'RNALIK,""
ЗАЧЕТ ВЗАИМОЗАДОЛЖЕННОСТИ,"",O'ZBARCHA,""
РОЛЬ В КИНО,"",KINODAGI,""
ПОЗИТИВНОСТЬ,"",Ijobiylik,""
ПОЛОЖИТЕЛЬНОЕ ОТНОШЕНИЕ,"",Ijobiy,""
ПОЗИТИВНОЕ ОТНОШЕНИЕ,"",Ijobiy,""
КИНОРОЛЬ,"",FILM,""
СИСТЕМА ВЗАИМОЗАЧЕТОВ,"",O'ZBEK,""
ГОРОД ИРАКА,"",IRAQ,""
ВНЕШНИЕ РУБЕЖИ,"",TAShQI,""
ЗАЧЕТ ПЛАТЕЖЕЙ,"",TO'LOVLARNI,""
ПОЗИТИВ В ОТНОШЕНИИ,"",HAQIDA,""
РУБЕЖИ ГОСУДАРСТВА,"",DAVLAT,""
РУБЕЖИ СТРАНЫ,"",MAMLAKAT,""
ГРАНИЦА СТРАНЫ,"",MAMLAKAT,""
ЗАЧЕТ СУММ,"",MUQIMDA,""
ФЛАЖОК,"",BAYROQ,""
КРЕДИТОВАНИЕ,"",KREZ,""
КРЕДИТНЫЙ ПРОДУКТ,"",KREDIT,""
ПОЛУЧЕНИЕ КРЕДИТА,"",KREZ,""
КРЕДИТНАЯ ОПЕРАЦИЯ,"",KREDIT,""
РОЛЬ В КАРТИНЕ,"",RASMDAGI,""
ПИТОМИЦА,"",PET,""
ВЫДАЧА КРЕДИТА,"",KREZ,""
ПИТОМЕЦ,"",PET,""
КРЕДИТНАЯ ПОДДЕРЖКА,"",KREDIT,""
ОТЛАМЫВАНИЕ,"",O'CHISH,""
ПУРИМ,"",PURIM,""
ФИНАНСОВО-КРЕДИТНАЯ ОПЕРАЦИЯ,"",MOLIYA,""
ДЕРЕВЕНСКИЙ ЖИТЕЛЬ,"",Qishloq,""
РОЛЬ В ФИЛЬМЕ,"",FILMDAGI,""
СЕЛЬЧАНИН,"",Qishloqchi,""
СЕЛЯНИН,"",Qishloqchi,""
КРЕДИТНО-ФИНАНСОВАЯ ОПЕРАЦИЯ,"",KREDIT,""
ВЫДЕЛЕНИЕ КРЕДИТНЫХ СРЕДСТВ,"",KREDIT,""
СЕЛЯНКА,"",SELYANKA,""
СЕЛЬЧАНКА,"",Qishloq,""
ЗАМЕСТИТЕЛЬ,"",O'rinbosar,""
ЗАМ,"",O'rinbosar,""
ЗАМЕСТИТЕЛЬНИЦА,"",O'rinbosar,""
ЖИТЕЛЬ ДЕРЕВНИ,"",Qishloq,""
ЖИТЕЛЬ СЕЛЕНИЯ,"",Qishloq,""
ШИРОКОПОЛОСНАЯ СЕТЬ,"",Keng,""
ЖИТЕЛЬ СЕЛА,"",Qishloq,""
ЗАМЕСТИТЕЛЬ ДОЛЖНОСТНОГО ЛИЦА,"",Ofitser,""
ОБВИНЯЕМЫЙ,"",AYBLANILGAN,""
ЖИТЕЛЬ СЕЛЬСКОГО ПОСЕЛЕНИЯ,"",Qishloq,""
ЗАЧЕТ ВЗАИМНЫХ ТРЕБОВАНИЙ,"",O'ZBARLIK,""
ОБВИНЯЕМЫЙ ПО УГОЛОВНОМУ ДЕЛУ,"",JINOYAT,""
ЗАЧЕТ ВСТРЕЧНЫХ ТРЕБОВАНИЙ,"",QARShI,""
ТРАЛ,"",TRAWL,""
МИННЫЙ ТРАЛ,"",MININ,""
ПСИХОАНАЛИТИК,"",PSIXANALIST,""
ОБВИНЯЕМЫЙ ПО ДЕЛУ,"",ishi,""
ТРАЛЬНОЕ УСТРОЙСТВО,"",SURUSH,""
ФИРМА СФЕРЫ УСЛУГ,"",XIZMAT,""
КОМПАНИЯ ПО ОБСЛУЖИВАНИЮ,"",XIZMAT,""
КОМПАНИЯ В СФЕРЕ УСЛУГ,"",XIZMAT,""
ЦЕНТР ОБСЛУЖИВАНИЯ,"",XIZMAT,""
ЦЕНТР ПО ОБСЛУЖИВАНИЮ,"",XIZMAT,""
ОБВИНЯЕМОЕ ЛИЦО,"",AYBLANGAN,""
ФИРМА ПО ОБСЛУЖИВАНИЮ,"",XIZMAT,""
СЕРВИС ЦЕНТР,"",XIZMAT,""
СЕРВИСНЫЙ ПУНКТ,"",XIZMAT,""
СЕРВИСНЫЙ ЦЕНТР,"",XIZMAT,""
ФИРМА В СФЕРЕ УСЛУГ,"",XIZMAT,""
ПРЕДОСТАВЛЕНИЕ КРЕДИТА,"",KREDIT,""
ОБВИНЯЕМЫЙ В ПРЕСТУПЛЕНИИ,"",JINOYATDA,""
ВЫДЕЛЕНИЕ КРЕДИТА,"",KREDIT,""
КРЕДИТНЫЕ ВЛОЖЕНИЯ,"",KREDIT,""
ФИРМА ПО УСЛУГАМ,"",XIZMAT,""
СЕРВИСНАЯ ФИРМА,"",XIZMAT,""
СЕРВИСНАЯ КОМПАНИЯ,"",XIZMAT,""
ОБСЛУЖИВАЮЩАЯ КОМПАНИЯ,"",XIZMAT,""
КОМПАНИЯ СФЕРЫ УСЛУГ,"",XIZMAT,""
СЕРВИСНОЕ ПРЕДПРИЯТИЕ,"",XIZMAT,""
КОМПАНИЯ ПО УСЛУГАМ,"",XIZMAT,""
КОМПАНИЯ СФЕРЫ ОБСЛУЖИВАНИЯ,"",XIZMAT,""
ОБСЛУЖИВАЮЩИЙ ЦЕНТР,"",XIZMAT,""
ОБСЛУЖИВАЮЩЕЕ ПРЕДПРИЯТИЕ,"",XIZMAT,""
ПРЕДПРИЯТИЕ В СФЕРЕ УСЛУГ,"",XIZMAT,""
ПРЕДПРИЯТИЕ ПО ОБСЛУЖИВАНИЮ,"",XIZMAT,""
ПРЕДПРИЯТИЕ ПО УСЛУГАМ,"",XIZMAT,""
ПРЕДПРИЯТИЕ СФЕРЫ УСЛУГ,"",XIZMAT,""
ПУНКТ ПО ОБСЛУЖИВАНИЮ,"",XIZMAT,""
ПУНКТ ОБСЛУЖИВАНИЯ,"",XIZMAT,""
ОРГАНИЗАЦИЯ В СФЕРЕ УСЛУГ,"",XIZMATLAR,""
ПЕРВИЧНЫЙ УЧЕТ,"",ASOSIY,""
КЕБЕЖ,"",KEBEZH,""
КОРШУН,"",KITE,""
СУШНЯК,"",SUSHNYAK,""
ВАЛЕЖНИК,"",VALEJNIK,""
ГОРНЫЙ РАЙОН,"",TOG'LI,""
ОРГАНИЗАЦИЯ СФЕРЫ ОБСЛУЖИВАНИЯ,"",XIZMAT,""
"ПРЕДПРИЯТИЕ, ОКАЗЫВАЮЩЕЕ УСЛУГИ","",XIZMATLAR,""
"ФИРМА, ОКАЗЫВАЮЩАЯ УСЛУГИ","",XIZMATLAR,""
"КОМПАНИЯ, ОКАЗЫВАЮЩАЯ УСЛУГИ","",XIZMATLAR,""
"ОРГАНИЗАЦИЯ, ОКАЗЫВАЮЩАЯ УСЛУГИ","",XIZMATLAR,""
ОБВИНЯЕМЫЙ В СОВЕРШЕНИИ ПРЕСТУПЛЕНИЯ,"",JINOYOT,""
ГОРЫ,"",TOG'LAR,""
БИРЖЕВАЯ СЕССИЯ,"",ALMA,""
ТОРГОВАЯ СЕССИЯ,"",SAVDO,""
РИКОШЕТ,"",RIKOCHET,""
ПРИВОЗКА,"",KELISH,""
ПРИВОЗ,"",OLISH,""
РИКОШЕТИРОВАНИЕ,"",RIKOCHETING,""
КУЛЬЕГАН,"",CULEGAN,""
КЕРЖЕНЕЦ,"",KERJENETS,""
ГОРНАЯ СТРАНА,"",TOG'LI,""
ПЕРВИЧНАЯ РЕГИСТРАЦИЯ,"",BIRINCHI,""
СКРОМНОЕ ПОВЕДЕНИЕ,"",Kamtarona,""
ГОРИСТАЯ МЕСТНОСТЬ,"",TOG'LI,""
ГОРНАЯ МЕСТНОСТЬ,"",TOG'LI,""
ПРЕДПРИЯТИЕ ГОРНОДОБЫВАЮЩЕЙ ПРОМЫШЛЕННОСТИ,"",TOG',""
ГОРНО-ДОБЫВАЮЩЕЕ ПРЕДПРИЯТИЕ,"",KAZILMA,""
ГОРНОДОБЫВАЮЩАЯ ОРГАНИЗАЦИЯ,"",KAZILGAN,""
ГОРНОЕ ПРЕДПРИЯТИЕ,"",KAZILMA,""
ГОРНО-РУДНАЯ ОРГАНИЗАЦИЯ,"",KAZILGAN,""
ГОРНОРУДНАЯ КОМПАНИЯ,"",TOG',""
ГОРНО-РУДНАЯ КОМПАНИЯ,"",TOG',""
ГОРНАЯ ЗОНА,"",TOG'LI,""
ШАХТОУПРАВЛЕНИЕ,"",KONLARNI,""
ГОРНО-РУДНОЕ ПРЕДПРИЯТИЕ,"",KAZILGAN,""
ГОРНОРУДНОЕ ПРЕДПРИЯТИЕ,"",KAZILMA,""
ГОРНОРУДНАЯ ОРГАНИЗАЦИЯ,"",KAZILGAN,""
ПРЕДПРИЯТИЕ ГОРНО-ДОБЫВАЮЩЕЙ ПРОМЫШЛЕННОСТИ,"",TOG',""
РУДОУПРАВЛЕНИЕ,"",KONLARNI,""
ГОРНОДОБЫВАЮЩЕЕ ПРЕДПРИЯТИЕ,"",KAZILMA,""
ШЯУЛЯЙ,"",Shaulyai,""
ГОРНО-ДОБЫВАЮЩАЯ ОРГАНИЗАЦИЯ,"",KAZILGAN,""
КОМПАНИЯ ГОРНОДОБЫВАЮЩЕЙ ПРОМЫШЛЕННОСТИ,"",TOG',""
ШАУЛЯЙ,"",SIAULIAI,""
ГОСПОДЬ,"",Rabbim,""
КОМПАНИЯ ГОРНО-ДОБЫВАЮЩЕЙ ПРОМЫШЛЕННОСТИ,"",TOG',""
ИИСУС ХРИСТОС,"",ISO,""
ГОРНО-ДОБЫВАЮЩАЯ КОМПАНИЯ,"",TOG',""
ХРИСТОС,"",MASIH,""
ИИСУС,"",ISO,""
ХИРУРГИЧЕСКИЙ МЕТОД,"",Jarrohlik,""
ОРГАНИЗАЦИЯ СФЕРЫ УСЛУГ,"",XIZMAT,""
БОРИСПОЛЬ,"",BORISPOL,""
ОПЕРАТИВНОЕ ВМЕШАТЕЛЬСТВО,"",Operativ,""
ОПЕРАТИВНОЕ ЛЕЧЕНИЕ,"",Jarrohlik,""
ХИРУРГИЧЕСКАЯ ПОМОЩЬ,"",JARRURISh,""
ГОРНОДОБЫВАЮЩАЯ КОМПАНИЯ,"",TOG',""
КИТОБОЕЦ,"",WHALEMAN,""
СУДНО-КИТОБОЙ,"",KITLAR,""
ХИРУРГИЧЕСКОЕ ЛЕЧЕНИЕ,"",Jarrohlik,""
ЭДИНБУРГ,"",EDINBURG,""
ХИРУРГИЧЕСКАЯ ОПЕРАЦИЯ,"",JARROHLIK,""
ХИРУРГИЧЕСКАЯ КОРРЕКЦИЯ,"",JARRORIK,"Jarrorik – qattiq va kuchli, ba'zida zarba beradigan yoki zarar yetkazuvchi bo'lgan."
КИТОБОЙНОЕ СУДНО,"",KIT,""
СЛЕДСТВЕННАЯ РАБОТА,"",Tergov,""
ИЗБАЛОВАННОСТЬ,"",SPOILEN,""
ХВАТАНИЕ,"",TUTIB,""
КОНДИЦИОННОСТЬ,"",SHART,""
СОВМЕСТИТЕЛЬСТВО,"",Yarim-stavkali,""
ХИРУРГИЧЕСКОЕ ВМЕШАТЕЛЬСТВО,"",Jarrohlik,""
КОНДИЦИЯ,"",SHART,""
СЛЕДСТВЕННОЕ МЕРОПРИЯТИЕ,"",Tergov,""
СЛЕДСТВЕННОЕ ДЕЙСТВИЕ,"",Tergov,""
ТОВАРНЫЙ ВИД,"",taqdimot,""
ФУНДАМЕНТАЛЬНОСТЬ,"",ASOSLI,""
СЛЕДСТВЕННО-РОЗЫСКНЫЕ ДЕЙСТВИЯ,"",TEST,""
НИЖНЯЯ ТУНГУСКА,"",PAYGI,""
ИНФАРКТ,"",INFARKTIYA,""
ПЛАСТИНЧАТЫЙ ГРИБ,"",AGARIK,""
ИГРУШЕЧНАЯ ЛОШАДКА,"",O'YINCHA,""
ДЕТСКАЯ ЛОШАДКА,"",BOLALAR,""
СПИРТЗАВОД,"",RUH,""
СПИРТО-ВОДОЧНЫЙ КОМБИНАТ,"",RUH,""
СПИРТОПРОИЗВОДИТЕЛЬ,"",Spirtli,""
СПИРТО-ВОДОЧНЫЙ ЗАВОД,"",RUH-VODKA,""
СПИРТОВОДОЧНЫЙ ЗАВОД,"",RUH,""
СПИРТОВОЙ КОМБИНАТ,"",ALKOLKLIK,""
СПИРТОЗАВОД,"",SPIRTOZAVOD,""
СПИРТОВОЙ ЗАВОД,"",Spirtli,""
СПИРТОВОДОЧНЫЙ КОМБИНАТ,"",RUH,""
ЛАТИФУНДИЯ,"",LATIFUNDIYA,""
ФАШИСТСКАЯ СИМВОЛИКА,"",FAŞIST,""
НАЦИСТСКАЯ СИМВОЛИКА,"",NATSIYA,""
ВОДОЧНЫЙ ЗАВОД,"",Aroq,""
ГОРНАЯ СИСТЕМА,"",TOG',""
ПОБЕДНЫЕ КЛИКИ,"",G'OLIB,""
ВТОРЖЕНИЕ В ОБЛАСТЬ,"",HUDONGA,""
ВИНТООБРАЗНЫЙ НАРЕЗ,"",VIRANDA,""
ВИНТОВАЯ РЕЗЬБА,"",VIRANDA,""
ВИНТОВАЯ НАРЕЗКА,"",VIRANDA,""
ВИНТОВОЙ НАРЕЗ,"",VIRANDA,""
ПАРТИЗАНСК,"",GERILLA,""
РЯЖЕНКА,"",Ryazhenka,""
ВТОРЖЕНИЕ В СФЕРУ,"",SHERAGA,""
БАРОМЕТРИЧЕСКОЕ ДАВЛЕНИЕ,"",BAROMETRIK,""
АТМОСФЕРНОЕ ДАВЛЕНИЕ,"",ATMOSFERA,""
РЕСПУБЛИКА ГВАТЕМАЛА,"",GUATEMALA,""
ГВАТЕМАЛА,"",GUATEMALA,""
СПИРТОПРОИЗВОДЯЩЕЕ ПРЕДПРИЯТИЕ,"",ALKORAT,""
СОВМЕЩЕНИЕ ПРОФЕССИЙ,"",KASBLAR,""
НАРЕЗКА,"",TILISH,""
ТРЕКОВАЯ ГОНКА,"",POYQA,""
ГИЛЬДИЯ,"",GUILD,""
ЛИЦЕВОЙ СЧЕТ,"",SHAXSIY,""
ИСПОЛНИТЕЛЬНЫЙ ДОКУМЕНТ,"",IJROCHI,""
ИСПОЛНИТЕЛЬНЫЙ АКТ,"",IJROY,""
АСТЕРОИД,"",ASTEROID,""
АГДЖАБЕДИ,"",AGJABEDI,""
ВНЕБИРЖЕВОЙ РЫНОК,"",Birjadan,""
ХОЛОДНОЕ КУШАНЬЕ,"",Sovuq,""
ПЛОД ПАПАЙИ,"",PAPAYA,""
МЕЖДИЛЕРСКИЙ РЫНОК,"",DILERARA,""
АБАША,"",ABASHA,""
ПЕЧЕНОЕ ИЗДЕЛИЕ,"",PISHIRILGAN,""
ММ РТУТНОГО СТОЛБА,"",MM,""
МИЛЛИМЕТРОВ РТУТНОГО СТОЛБА,"",MILLIMETRLAR,""
ДАВЛЕНИЕ АТМОСФЕРЫ,"",ATMOSFERA,""
СОВМЕЩЕНИЕ ДОЛЖНОСТЕЙ,"",POZİSYONLARNI,""
ДАВЛЕНИЕ АТМОСФЕРНОГО ВОЗДУХА,"",ATMOSFERA,""
РАБОТА ПО СОВМЕСТИТЕЛЬСТВУ,"",Yarim,""
ТАКСОФОН,"",PAYPHONE,""
ТЕЛЕФОННЫЙ АВТОМАТ,"",TELEFON,""
МАТЕРИАЛ БЕРЕЗА,"",MATERIAL,""
БЕРЕЗА,"",QAYIN,""
РАСПОЛОЖЕНИЕ СПРАВА,"",TO'G'RI,""
КОНЦЕНТРИЧЕСКОЕ РАСПОЛОЖЕНИЕ,"",KONTENTRIK,""
СЕПАРАТИСТ,"",SEPARATIST,""
СЕПАРАТИСТКА,"",SEPARATIST,""
СУТОЧНЫЙ НАРЯД,"",KUNDALIK,""
НАРЯД ВНЕ ОЧЕРЕДИ,"",KIYIM,""
ТЕЛЕФОННАЯ БУДКА,"",TELEFON,""
С ДЛИННЫМИ НОГАМИ,"",UZUN,""
БЕРЕЗОВАЯ ДРЕВЕСИНА,"",QAYIN,""
РАЗМЕЩЕНИЕ ТУРИСТОВ,"",TURISTLARNI,""
ВОЗДУШНЫЙ ОКЕАН,"",HAVO,""
ПЛАНИРОВАНИЕ НА МЕСТНОСТИ,"",MAXALIY,""
ВНЕБИРЖЕВАЯ ТОРГОВЛЯ,"",Birjadan,""
ЗНАК СЛОЖЕНИЯ,"",QO'SHIMCHA,""
ИЗЛЕЧИМОСТЬ,"",DAVOLANISH,""
ВЫЛЕЧИВАНИЕ,"",DAVA,""
АГУЛЕЦ,"",AGULETS,""
ВОЗДУШНАЯ СРЕДА,"",HAVO,""
АГУЛ,"",AGUL,""
ГАЙАНА,"",GUYANA,""
КОНТРАФАКТНЫЙ ЭКЗЕМПЛЯР,"",QALBA,""
ЗЕМНАЯ АТМОСФЕРА,"",YER,""
КООПЕРАТИВНАЯ РЕСПУБЛИКА ГАЙАНА,"",GUYANA,""
БРИТАНСКАЯ ГВИАНА,"",BRITANIYA,""
НЕЛИЦЕНЗИОННАЯ КОПИЯ,"",Litsenziyasiz,""
НЕЛИЦЕНЗИОННАЯ ПРОДУКЦИЯ,"",LITSENZIYaSIZ,""
КОНТРАФАКТ,"",QALTA,""
МЕТАТЕЛЬНОЕ ОРУЖИЕ,"",OTILGAN,""
АТМОСФЕРА ПЛАНЕТЫ,"",PLANETA,""
РЫНОК НА ОБОЧИНЕ,"",YO'L,""
АТМОСФЕРА ЗЕМЛИ,"",YER,""
НАРЯД ПО СЛУЖБЕ,"",XIZMAT,""
ПО ПРАВУЮ РУКУ,"",O'NG,""
ЖОНГЛИРОВАНИЕ ПРЕДМЕТАМИ,"",JUGGLLIK,""
НЕСЕНИЕ НАРЯДА,"",Tashish,""
ПИРАТСКАЯ ПРОДУКЦИЯ,"",PIRAT,""
ПИРАТСКОЕ ИЗДАНИЕ,"",PIRATE,""
ПРЕНИЯ,"",BAZA,""
ДЕБАТЫ,"",BAZA,""
ДУХОВНО-УЧЕБНОЕ ЗАВЕДЕНИЕ,"",MA'NAVIY,""
КАРСКИЕ ВОРОТА,"",QORA,""
ПУБЛИЧНЫЕ ПРЕНИЯ,"",Jamoatchilik,""
ЖОКЕЙ,"",JOKEY,""
ЗНАМЕНОСЕЦ,"",STANDART,""
РАЖ,"",G'azab,""
ПОД ВИДОМ,"",KO‘RISH,""
БЕСПОРЯДОЧНОСТЬ,"",BUZISTILIK,""
ДУХОВНОЕ УЧЕБНОЕ ЗАВЕДЕНИЕ,"",TEOLOGIY,""
ДУХОВНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ,"",MA'NAVIY,""
ЗАЧЕРПЫВАНИЕ,"",SCAping,""
КОНТРАФАКТНАЯ КОПИЯ,"",QALBA,""
КОНТРАФАКТНАЯ ПРОДУКЦИЯ,"",QALBAT,""
ПИРАТСКАЯ КОПИЯ,"",PIRATE,""
ПОБЕДОНОСНОСТЬ,"",G'olib,""
ВОЗБУЖДЕННОЕ СОСТОЯНИЕ,"",Qo'zg'aluvchan,""
ЦЕРКОВНОЕ ТАИНСТВО,"",CHARKONI,""
ХРИСТИАНСКОЕ ТАИНСТВО,"",XRISTIYAN,""
ПИРАТСКАЯ ПОДДЕЛКА,"",PIRATE,""
ПИЛОТИРОВАНИЕ,"",PILOT,""
НЕФТЕХИМИЧЕСКИЙ КОМБИНАТ,"",NEFT,""
НЕФТЕОРГСИНТЕЗ,"",NEFTEORGSINTEZ,""
НЕФТЕХИМКОМБИНАТ,"",NEFT,""
СЕНСАЦИОННОЕ ВПЕЧАТЛЕНИЕ,"",Shovqinli,""
ОРГАНИЧЕСКОЕ УДОБРЕНИЕ,"",ORGANIK,""
ЕСТЕСТВЕННОЕ УДОБРЕНИЕ,"",TABIY,""
НОВАЯ ЗЕЛАНДИЯ,"",YANGI,""
ИНСТРУМЕНТ ДЕНЕЖНО-КРЕДИТНОЙ ПОЛИТИКИ,"",PUL-KARSIYA,""
ПАРАДОКСАЛЬНЫЙ ФАКТ,"",PARADOKSIK,""
НЕФТЕХИМ,"",NEFTEXIM,""
НЕФТЕХИМИЧЕСКОЕ ПРЕДПРИЯТИЕ,"",NEFTKIMYO,""
ЛЕСТНИЧНЫЙ МАРШ,"",Zinapoyalarning,""
МАРШ ЛЕСТНИЦЫ,"",Zinapoyalarning,""
ПОЛИВАНИЕ,"",SUG'ORLASH,""
ПЕРЕГОВОРЩИК,"",MUUZOZACHI,""
ПОЛИВ,"",SUG'ORLASH,""
ПАРАДОКСАЛЬНАЯ СИТУАЦИЯ,"",PARADOKSIK,""
ПАРАДОКСАЛЬНОЕ ЯВЛЕНИЕ,"",PARADOKSIK,""
ПЕРЕШЕЕК,"",ISTHmus,""
ПОЛИВКА,"",SUG'ORLASH,""
УВЕШИВАНИЕ,"",OSILGAN,""
НАВЕШИВАНИЕ,"",OSILGAN,""
